"date","pos","id","artists","name","popularity"
"2023-12-03T13:20:20",41,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",87
"2023-12-03T13:20:20",42,"5xlS0QkVrSH7ssEbBgBzbM","The Beach Boys","Little Saint Nick - 1991 Remix",79
"2023-12-03T13:20:20",43,"6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?",91
"2023-12-03T13:20:20",44,"68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz",90
"2023-12-03T13:20:20",45,"1udwFobQ1JoOdWPQrp2b6u","JID,21 Savage,Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)",88
"2023-12-03T13:20:20",46,"1foCxQtxBweJtZmdxhEHVO","Eartha Kitt,Henri René and His Orchestra","Santa Baby (with Henri René & His Orchestra)",74
"2023-12-03T13:20:20",47,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",94
"2023-12-03T13:20:20",48,"04vLj9QUXoKdRlsp3gkURo","Bing Crosby,The Andrews Sisters","Mele Kalikimaka (Merry Christmas)",81
"2023-12-03T13:20:20",49,"4MjDJD8cW7iVeWInc2Bdyj","Bad Bunny","MONACO",97
"2023-12-03T13:20:20",50,"3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White",91
"2023-12-04T13:21:19",1,"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",93
"2023-12-04T13:21:19",2,"7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock",90
"2023-12-04T13:21:19",3,"0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You",96
"2023-12-04T13:21:19",4,"1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year",76
"2023-12-04T13:21:19",5,"06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version",85
"2023-12-04T13:21:19",6,"4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me",95
"2023-12-04T13:21:19",7,"2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!",91
"2023-12-04T13:21:19",8,"77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas",87
"2023-12-04T13:21:19",9,"1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas",83
"2023-12-04T13:21:19",10,"3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine",98
"2023-12-04T13:21:19",11,"0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me",92
"2023-12-04T13:21:19",12,"4so0Wek9Ig1p6CRCHuINwW","Bing Crosby,Ken Darby Singers,John Scott Trotter & His Orchestra","White Christmas - 1947 Version",86
"2023-12-04T13:21:19",13,"0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season",92
"2023-12-04T13:21:19",14,"0oPdaY4dXtc3ZsaG17V972","José Feliciano","Feliz Navidad",83
"2023-12-04T13:21:19",15,"3CWq0pAKKTWb0K4yiglDc4","Taylor Swift","You’re Losing Me (From The Vault)",89
"2023-12-04T13:21:19",16,"4KULAymBBJcPRpk1yO4dOG","Zach Bryan,Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)",93
"2023-12-04T13:21:19",17,"7fUYUcWy853HS8YJn0b3Sr","The Ronettes","Sleigh Ride",78
"2023-12-04T13:21:19",18,"4PS1e8f2LvuTFgUs1Cn3ON","Nat King Cole","The Christmas Song (Merry Christmas To You)",86
"2023-12-04T13:21:19",19,"6tjituizSxwSmBB5vtgHZE","Michael Bublé","Holly Jolly Christmas",79
"2023-12-04T13:21:19",20,"1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer",99
"2023-12-04T13:21:19",21,"3YZE5qDV7u1ZD1gZc47ZeR","Kelly Clarkson","Underneath the Tree",82
"2023-12-04T13:21:19",22,"2pXpURmn6zC5ZYDMms6fwa","Perry Como,The Fontane Sisters,Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",86
"2023-12-04T13:21:19",23,"4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999",83
"2023-12-04T13:21:19",24,"5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills",84
"2023-12-04T13:21:19",25,"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",84
"2023-12-04T13:21:19",26,"3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy",100
"2023-12-04T13:21:19",27,"47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)",79
"2023-12-04T13:21:19",28,"2YSzYUF3jWqb9YP9VXmpjE","Drake,Yeat","IDGAF (feat. Yeat)",93
"2023-12-04T13:21:19",29,"6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs",84
"2023-12-04T13:21:19",30,"7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night",86
"2023-12-04T13:21:19",31,"56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red",88
"2023-12-04T13:21:19",32,"4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean",93
"2023-12-04T13:21:19",33,"4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze",92
"2023-12-04T13:21:19",34,"0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Halls",84
"2023-12-04T13:21:19",35,"3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange",90
"2023-12-04T13:21:19",36,"1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",94
"2023-12-04T13:21:19",37,"1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill",91
"2023-12-04T13:21:19",38,"4kKdvXD0ez7jp1296JmAts","Frank Sinatra,B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",86
"2023-12-04T13:21:19",39,"2pnPe4pJtq7689i5ydzvJJ","Chuck Berry","Run Rudolph Run",84
"2023-12-04T13:21:19",40,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",88
"2023-12-04T13:21:19",41,"5xlS0QkVrSH7ssEbBgBzbM","The Beach Boys","Little Saint Nick - 1991 Remix",80
"2023-12-04T13:21:19",42,"4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather",88
"2023-12-04T13:21:19",43,"1foCxQtxBweJtZmdxhEHVO","Eartha Kitt,Henri René and His Orchestra","Santa Baby (with Henri René & His Orchestra)",75
"2023-12-04T13:21:19",44,"7aqfrAY2p9BUSiupwk3svU","Drake,J. Cole","First Person Shooter (feat. J. Cole)",91
"2023-12-04T13:21:19",45,"68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz",91
"2023-12-04T13:21:19",46,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",94
"2023-12-04T13:21:19",47,"04vLj9QUXoKdRlsp3gkURo","Bing Crosby,The Andrews Sisters","Mele Kalikimaka (Merry Christmas)",81
"2023-12-04T13:21:19",48,"3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White",91
"2023-12-04T13:21:19",49,"7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator,Kali Uchis","See You Again (feat. Kali Uchis)",91
"2023-12-04T13:21:19",50,"6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?",91
"2023-12-05T13:21:14",1,"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",94
"2023-12-05T13:21:14",2,"4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me",95
"2023-12-05T13:21:14",3,"0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You",96
"2023-12-05T13:21:14",4,"7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock",90
"2023-12-05T13:21:14",5,"0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season",92
"2023-12-05T13:21:14",6,"3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine",98
"2023-12-05T13:21:14",7,"06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version",85
"2023-12-05T13:21:14",8,"1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year",77
"2023-12-05T13:21:14",9,"3CWq0pAKKTWb0K4yiglDc4","Taylor Swift","You’re Losing Me (From The Vault)",90
"2023-12-05T13:21:14",10,"4KULAymBBJcPRpk1yO4dOG","Zach Bryan,Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)",93
"2023-12-05T13:21:14",11,"2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!",92
"2023-12-05T13:21:14",12,"77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas",88
"2023-12-05T13:21:14",13,"1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer",99
"2023-12-05T13:21:14",14,"1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas",83
"2023-12-05T13:21:14",15,"0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me",93
"2023-12-05T13:21:14",16,"3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy",100
"2023-12-05T13:21:14",17,"5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills",84
"2023-12-05T13:21:14",18,"2YSzYUF3jWqb9YP9VXmpjE","Drake,Yeat","IDGAF (feat. Yeat)",93
"2023-12-05T13:21:14",19,"6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs",85
"2023-12-05T13:21:14",20,"4so0Wek9Ig1p6CRCHuINwW","Bing Crosby,Ken Darby Singers,John Scott Trotter & His Orchestra","White Christmas - 1947 Version",87
"2023-12-05T13:21:14",21,"3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange",90
"2023-12-05T13:21:14",22,"4PS1e8f2LvuTFgUs1Cn3ON","Nat King Cole","The Christmas Song (Merry Christmas To You)",87
"2023-12-05T13:21:14",23,"0oPdaY4dXtc3ZsaG17V972","José Feliciano","Feliz Navidad",84
"2023-12-05T13:21:14",24,"6tjituizSxwSmBB5vtgHZE","Michael Bublé","Holly Jolly Christmas",79
"2023-12-05T13:21:14",25,"7fUYUcWy853HS8YJn0b3Sr","The Ronettes","Sleigh Ride",79
"2023-12-05T13:21:14",26,"4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean",93
"2023-12-05T13:21:14",27,"4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze",92
"2023-12-05T13:21:14",28,"3YZE5qDV7u1ZD1gZc47ZeR","Kelly Clarkson","Underneath the Tree",82
"2023-12-05T13:21:14",29,"7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night",86
"2023-12-05T13:21:14",30,"1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",94
"2023-12-05T13:21:14",31,"56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red",88
"2023-12-05T13:21:14",32,"1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill",91
"2023-12-05T13:21:14",33,"7aqfrAY2p9BUSiupwk3svU","Drake,J. Cole","First Person Shooter (feat. J. Cole)",91
"2023-12-05T13:21:14",34,"3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White",91
"2023-12-05T13:21:14",35,"68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz",91
"2023-12-05T13:21:14",36,"2pXpURmn6zC5ZYDMms6fwa","Perry Como,The Fontane Sisters,Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",86
"2023-12-05T13:21:14",37,"17cia5k4BpGVlyEfqrFH50","Olivia Rodrigo","Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes",83
"2023-12-05T13:21:14",38,"6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?",91
"2023-12-05T13:21:14",39,"1udwFobQ1JoOdWPQrp2b6u","JID,21 Savage,Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)",89
"2023-12-05T13:21:14",40,"7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator,Kali Uchis","See You Again (feat. Kali Uchis)",91
"2023-12-05T13:21:14",41,"4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999",84
"2023-12-05T13:21:14",42,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",94
"2023-12-05T13:21:14",43,"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",85
"2023-12-05T13:21:14",44,"47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)",80
"2023-12-05T13:21:14",45,"2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather",92
"2023-12-05T13:21:14",46,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",89
"2023-12-05T13:21:14",47,"0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Halls",84
"2023-12-05T13:21:14",48,"4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather",89
"2023-12-05T13:21:14",49,"6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock",90
"2023-12-05T13:21:14",50,"3EaJDYHA0KnX88JvDhL9oa","Steve Lacy","Dark Red",90
"2023-12-06T13:21:13",1,"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",95
"2023-12-06T13:21:13",2,"4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me",95
"2023-12-06T13:21:13",3,"0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You",97
"2023-12-06T13:21:13",4,"7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock",91
"2023-12-06T13:21:13",5,"3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine",98
"2023-12-06T13:21:13",6,"06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version",86
"2023-12-06T13:21:13",7,"0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season",92
"2023-12-06T13:21:13",8,"4KULAymBBJcPRpk1yO4dOG","Zach Bryan,Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)",93
"2023-12-06T13:21:13",9,"1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year",77
"2023-12-06T13:21:13",10,"3CWq0pAKKTWb0K4yiglDc4","Taylor Swift","You’re Losing Me (From The Vault)",91
"2023-12-06T13:21:13",11,"2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!",92
"2023-12-06T13:21:13",12,"77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas",88
"2023-12-06T13:21:13",13,"3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy",100
"2023-12-06T13:21:13",14,"1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas",84
"2023-12-06T13:21:13",15,"0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me",93
"2023-12-06T13:21:13",16,"1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer",99
"2023-12-06T13:21:13",17,"5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills",84
"2023-12-06T13:21:13",18,"2YSzYUF3jWqb9YP9VXmpjE","Drake,Yeat","IDGAF (feat. Yeat)",93
"2023-12-06T13:21:13",19,"6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs",85
"2023-12-06T13:21:13",20,"3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange",90
"2023-12-06T13:21:13",21,"4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean",93
"2023-12-06T13:21:13",22,"6tjituizSxwSmBB5vtgHZE","Michael Bublé","Holly Jolly Christmas",80
"2023-12-06T13:21:13",23,"4so0Wek9Ig1p6CRCHuINwW","Bing Crosby,Ken Darby Singers,John Scott Trotter & His Orchestra","White Christmas - 1947 Version",87
"2023-12-06T13:21:13",24,"4PS1e8f2LvuTFgUs1Cn3ON","Nat King Cole","The Christmas Song (Merry Christmas To You)",87
"2023-12-06T13:21:13",25,"0oPdaY4dXtc3ZsaG17V972","José Feliciano","Feliz Navidad",84
"2023-12-06T13:21:13",26,"7fUYUcWy853HS8YJn0b3Sr","The Ronettes","Sleigh Ride",80
"2023-12-06T13:21:13",27,"1udwFobQ1JoOdWPQrp2b6u","JID,21 Savage,Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)",89
"2023-12-06T13:21:13",28,"7aqfrAY2p9BUSiupwk3svU","Drake,J. Cole","First Person Shooter (feat. J. Cole)",91
"2023-12-06T13:21:13",29,"4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze",92
"2023-12-06T13:21:13",30,"3YZE5qDV7u1ZD1gZc47ZeR","Kelly Clarkson","Underneath the Tree",82
"2023-12-06T13:21:13",31,"1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",94
"2023-12-06T13:21:13",32,"7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night",86
"2023-12-06T13:21:13",33,"56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red",88
"2023-12-06T13:21:13",34,"6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?",91
"2023-12-06T13:21:13",35,"1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill",92
"2023-12-06T13:21:13",36,"2pXpURmn6zC5ZYDMms6fwa","Perry Como,The Fontane Sisters,Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",87
"2023-12-06T13:21:13",37,"17cia5k4BpGVlyEfqrFH50","Olivia Rodrigo","Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes",83
"2023-12-06T13:21:13",38,"3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White",91
"2023-12-06T13:21:13",39,"68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz",91
"2023-12-06T13:21:13",40,"4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999",84
"2023-12-06T13:21:13",41,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",94
"2023-12-06T13:21:13",42,"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",85
"2023-12-06T13:21:13",43,"7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator,Kali Uchis","See You Again (feat. Kali Uchis)",91
"2023-12-06T13:21:13",44,"47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)",81
"2023-12-06T13:21:13",45,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",89
"2023-12-06T13:21:13",46,"4MjDJD8cW7iVeWInc2Bdyj","Bad Bunny","MONACO",97
"2023-12-06T13:21:13",47,"0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Halls",85
"2023-12-06T13:21:13",48,"6CvTEtGagmzQvkUzzyKR9k","Fuerza Regida,Marshmello","HARLEY QUINN",95
"2023-12-06T13:21:13",49,"6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock",90
"2023-12-06T13:21:13",50,"0HD8mbiPjp3o94X3EaZp0o","Tate McRae","exes",89
"2023-12-07T13:21:33",1,"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",95
"2023-12-07T13:21:33",2,"4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me",96
"2023-12-07T13:21:33",3,"0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You",97
"2023-12-07T13:21:33",4,"7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock",91
"2023-12-07T13:21:33",5,"06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version",86
"2023-12-07T13:21:33",6,"3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine",98
"2023-12-07T13:21:33",7,"1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year",77
"2023-12-07T13:21:33",8,"0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season",92
"2023-12-07T13:21:33",9,"4KULAymBBJcPRpk1yO4dOG","Zach Bryan,Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)",93
"2023-12-07T13:21:33",10,"2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!",92
"2023-12-07T13:21:33",11,"3CWq0pAKKTWb0K4yiglDc4","Taylor Swift","You’re Losing Me (From The Vault)",91
"2023-12-07T13:21:33",12,"77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas",88
"2023-12-07T13:21:33",13,"1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas",84
"2023-12-07T13:21:33",14,"3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy",100
"2023-12-07T13:21:33",15,"0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me",93
"2023-12-07T13:21:33",16,"2YSzYUF3jWqb9YP9VXmpjE","Drake,Yeat","IDGAF (feat. Yeat)",93
"2023-12-07T13:21:33",17,"5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills",84
"2023-12-07T13:21:33",18,"1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer",99
"2023-12-07T13:21:33",19,"1udwFobQ1JoOdWPQrp2b6u","JID,21 Savage,Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)",89
"2023-12-07T13:21:33",20,"6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs",85
"2023-12-07T13:21:33",21,"4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean",93
"2023-12-07T13:21:33",22,"4so0Wek9Ig1p6CRCHuINwW","Bing Crosby,Ken Darby Singers,John Scott Trotter & His Orchestra","White Christmas - 1947 Version",88
"2023-12-07T13:21:33",23,"4PS1e8f2LvuTFgUs1Cn3ON","Nat King Cole","The Christmas Song (Merry Christmas To You)",88
"2023-12-07T13:21:33",24,"0oPdaY4dXtc3ZsaG17V972","José Feliciano","Feliz Navidad",85
"2023-12-07T13:21:33",25,"3YZE5qDV7u1ZD1gZc47ZeR","Kelly Clarkson","Underneath the Tree",83
"2023-12-07T13:21:33",26,"6tjituizSxwSmBB5vtgHZE","Michael Bublé","Holly Jolly Christmas",80
"2023-12-07T13:21:33",27,"7fUYUcWy853HS8YJn0b3Sr","The Ronettes","Sleigh Ride",80
"2023-12-07T13:21:33",28,"3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange",90
"2023-12-07T13:21:33",29,"4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze",92
"2023-12-07T13:21:33",30,"7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night",86
"2023-12-07T13:21:33",31,"1Iq8oo9XkmmvCQiGOfORiz","Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",94
"2023-12-07T13:21:33",32,"7aqfrAY2p9BUSiupwk3svU","Drake,J. Cole","First Person Shooter (feat. J. Cole)",91
"2023-12-07T13:21:33",33,"56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red",88
"2023-12-07T13:21:33",34,"1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill",92
"2023-12-07T13:21:33",35,"2pXpURmn6zC5ZYDMms6fwa","Perry Como,The Fontane Sisters,Mitchell Ayres & His Orchestra","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",87
"2023-12-07T13:21:33",36,"6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?",91
"2023-12-07T13:21:33",37,"4HEOgBHRCExyYVeTyrXsnL","Frank Sinatra","Jingle Bells - Remastered 1999",85
"2023-12-07T13:21:33",38,"17cia5k4BpGVlyEfqrFH50","Olivia Rodrigo","Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes",83
"2023-12-07T13:21:33",39,"3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White",91
"2023-12-07T13:21:33",40,"68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz",91
"2023-12-07T13:21:33",41,"47ohYW8e7dxCYn9qbUMBCI","Darlene Love","Christmas (Baby Please Come Home)",81
"2023-12-07T13:21:33",42,"1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire",94
"2023-12-07T13:21:33",43,"7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator,Kali Uchis","See You Again (feat. Kali Uchis)",92
"2023-12-07T13:21:33",44,"3QiAAp20rPC3dcAtKtMaqQ","Elvis Presley","Blue Christmas",86
"2023-12-07T13:21:33",45,"6CvTEtGagmzQvkUzzyKR9k","Fuerza Regida,Marshmello","HARLEY QUINN",95
"2023-12-07T13:21:33",46,"0rHToGels2lt8Y0mCYoF90","Nat King Cole","Deck The Halls",85
"2023-12-07T13:21:33",47,"7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe",89
"2023-12-07T13:21:33",48,"6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock",90
"2023-12-07T13:21:33",49,"4MjDJD8cW7iVeWInc2Bdyj","Bad Bunny","MONACO",97
"2023-12-07T13:21:33",50,"4kKdvXD0ez7jp1296JmAts","Frank Sinatra,B. Swanson Quartet","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",87
"2023-12-08T13:20:58",1,"2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree",95
"2023-12-08T13:20:58",2,"4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me",96
"2023-12-08T13:20:58",3,"0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You",97
"2023-12-08T13:20:58",4,"7vQbuQcyTflfCIOu3Uzzya","Bobby Helms","Jingle Bell Rock",91
"2023-12-08T13:20:58",5,"06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version",86
"2023-12-08T13:20:58",6,"3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine",98
"2023-12-08T13:20:58",7,"1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year",77
"2023-12-08T13:20:58",8,"0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season",93
"2023-12-08T13:20:58",9,"4KULAymBBJcPRpk1yO4dOG","Zach Bryan,Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)",93
"2023-12-08T13:20:58",10,"2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!",93
"2023-12-08T13:20:58",11,"3CWq0pAKKTWb0K4yiglDc4","Taylor Swift","You’re Losing Me (From The Vault)",92
"2023-12-08T13:20:58",12,"77khP2fIVhSW23NwxrRluh","Burl Ives","A Holly Jolly Christmas",89
